dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2b,9,mid,14,0.9333333333333333,1.0,187,0.9679144385026738,0.973268639620444
bcic2b,9,deep,0,0.0,0.06666666666666667,0,,
bcic2b,9,deep,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,9,deep,2,0.13333333333333333,0.2,0,,
bcic2b,9,deep,3,0.2,0.26666666666666666,0,,
bcic2b,9,deep,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,9,deep,5,0.3333333333333333,0.4,0,,
bcic2b,9,deep,6,0.4,0.4666666666666667,0,,
bcic2b,9,deep,7,0.4666666666666667,0.5333333333333333,3,0.6666666666666666,0.52460520945001
bcic2b,9,deep,8,0.5333333333333333,0.6,10,0.8,0.5619422593852346
bcic2b,9,deep,9,0.6,0.6666666666666666,8,0.75,0.6403167559957219
bcic2b,9,deep,10,0.6666666666666666,0.7333333333333333,19,0.7894736842105263,0.695015325984804
bcic2b,9,deep,11,0.7333333333333333,0.8,18,0.6666666666666666,0.7642416474087086
bcic2b,9,deep,12,0.8,0.8666666666666667,19,0.8421052631578947,0.8341571642121505
bcic2b,9,deep,13,0.8666666666666667,0.9333333333333333,42,0.8095238095238095,0.9034839082428411
bcic2b,9,deep,14,0.9333333333333333,1.0,201,0.9651741293532339,0.9717437633568446
bcic2b,9,final,0,0.0,0.06666666666666667,0,,
bcic2b,9,final,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,9,final,2,0.13333333333333333,0.2,0,,
bcic2b,9,final,3,0.2,0.26666666666666666,0,,
bcic2b,9,final,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,9,final,5,0.3333333333333333,0.4,0,,
bcic2b,9,final,6,0.4,0.4666666666666667,0,,
bcic2b,9,final,7,0.4666666666666667,0.5333333333333333,3,0.3333333333333333,0.5066142663902135
bcic2b,9,final,8,0.5333333333333333,0.6,15,0.7333333333333333,0.5770789939529394
bcic2b,9,final,9,0.6,0.6666666666666666,8,0.625,0.6228928198585204
bcic2b,9,final,10,0.6666666666666666,0.7333333333333333,12,0.75,0.7007524826758278
bcic2b,9,final,11,0.7333333333333333,0.8,12,0.6666666666666666,0.7712173128228419
bcic2b,9,final,12,0.8,0.8666666666666667,25,0.68,0.8394820696999921
bcic2b,9,final,13,0.8666666666666667,0.9333333333333333,34,0.8823529411764706,0.9058446746472847
bcic2b,9,final,14,0.9333333333333333,1.0,211,0.9715639810426541,0.9765068900546328
bcic2b,9,ensemble,0,0.0,0.06666666666666667,0,,
bcic2b,9,ensemble,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,9,ensemble,2,0.13333333333333333,0.2,0,,
bcic2b,9,ensemble,3,0.2,0.26666666666666666,0,,
bcic2b,9,ensemble,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,9,ensemble,5,0.3333333333333333,0.4,0,,
bcic2b,9,ensemble,6,0.4,0.4666666666666667,0,,
bcic2b,9,ensemble,7,0.4666666666666667,0.5333333333333333,7,0.5714285714285714,0.516285770455707
bcic2b,9,ensemble,8,0.5333333333333333,0.6,9,0.6666666666666666,0.57433930981375
bcic2b,9,ensemble,9,0.6,0.6666666666666666,13,0.9230769230769231,0.6438526065214087
bcic2b,9,ensemble,10,0.6666666666666666,0.7333333333333333,11,0.7272727272727273,0.6929399606916434
bcic2b,9,ensemble,11,0.7333333333333333,0.8,17,0.7647058823529411,0.7608242590533332
bcic2b,9,ensemble,12,0.8,0.8666666666666667,26,0.6923076923076923,0.8383879528681635
bcic2b,9,ensemble,13,0.8666666666666667,0.9333333333333333,40,0.9,0.9040824991993656
bcic2b,9,ensemble,14,0.9333333333333333,1.0,197,0.9695431472081218,0.9728252000637958
