dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2a,8,mid,12,0.8,0.8666666666666667,15,0.9333333333333333,0.8417216041623574
bcic2a,8,mid,13,0.8666666666666667,0.9333333333333333,22,0.6363636363636364,0.9051020126049529
bcic2a,8,mid,14,0.9333333333333333,1.0,233,0.9613733905579399,0.970606999286055
bcic2a,8,deep,0,0.0,0.06666666666666667,0,,
bcic2a,8,deep,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,8,deep,2,0.13333333333333333,0.2,0,,
bcic2a,8,deep,3,0.2,0.26666666666666666,0,,
bcic2a,8,deep,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,8,deep,5,0.3333333333333333,0.4,1,1.0,0.37383742660367597
bcic2a,8,deep,6,0.4,0.4666666666666667,1,1.0,0.43315716846005703
bcic2a,8,deep,7,0.4666666666666667,0.5333333333333333,3,0.0,0.5206827178338127
bcic2a,8,deep,8,0.5333333333333333,0.6,4,1.0,0.566949994954655
bcic2a,8,deep,9,0.6,0.6666666666666666,3,0.3333333333333333,0.6295515176014062
bcic2a,8,deep,10,0.6666666666666666,0.7333333333333333,5,1.0,0.6970039647046752
bcic2a,8,deep,11,0.7333333333333333,0.8,2,0.5,0.7828982674344034
bcic2a,8,deep,12,0.8,0.8666666666666667,9,0.7777777777777778,0.8466494080203525
bcic2a,8,deep,13,0.8666666666666667,0.9333333333333333,25,0.72,0.9030747931211685
bcic2a,8,deep,14,0.9333333333333333,1.0,235,0.9617021276595744,0.9703939024416223
bcic2a,8,final,0,0.0,0.06666666666666667,0,,
bcic2a,8,final,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,8,final,2,0.13333333333333333,0.2,0,,
bcic2a,8,final,3,0.2,0.26666666666666666,0,,
bcic2a,8,final,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,8,final,5,0.3333333333333333,0.4,0,,
bcic2a,8,final,6,0.4,0.4666666666666667,1,0.0,0.44624880947677387
bcic2a,8,final,7,0.4666666666666667,0.5333333333333333,7,0.7142857142857143,0.5028776390248403
bcic2a,8,final,8,0.5333333333333333,0.6,4,0.5,0.5689741889280635
bcic2a,8,final,9,0.6,0.6666666666666666,3,0.6666666666666666,0.6273594844769843
bcic2a,8,final,10,0.6666666666666666,0.7333333333333333,2,1.0,0.7042385309979482
bcic2a,8,final,11,0.7333333333333333,0.8,4,0.5,0.7630292423129066
bcic2a,8,final,12,0.8,0.8666666666666667,11,0.7272727272727273,0.8432334909612957
bcic2a,8,final,13,0.8666666666666667,0.9333333333333333,19,0.8421052631578947,0.8986761029076867
bcic2a,8,final,14,0.9333333333333333,1.0,237,0.9535864978902954,0.9740192100222493
bcic2a,8,ensemble,0,0.0,0.06666666666666667,0,,
bcic2a,8,ensemble,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,8,ensemble,2,0.13333333333333333,0.2,0,,
bcic2a,8,ensemble,3,0.2,0.26666666666666666,0,,
bcic2a,8,ensemble,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,8,ensemble,5,0.3333333333333333,0.4,0,,
bcic2a,8,ensemble,6,0.4,0.4666666666666667,1,1.0,0.42621811368557044
bcic2a,8,ensemble,7,0.4666666666666667,0.5333333333333333,5,0.8,0.5061643208598076
bcic2a,8,ensemble,8,0.5333333333333333,0.6,3,0.6666666666666666,0.5780807487102043
bcic2a,8,ensemble,9,0.6,0.6666666666666666,2,1.0,0.6564770741865806
bcic2a,8,ensemble,10,0.6666666666666666,0.7333333333333333,4,0.5,0.7073128624650353
bcic2a,8,ensemble,11,0.7333333333333333,0.8,4,1.0,0.7741454613334315
bcic2a,8,ensemble,12,0.8,0.8666666666666667,16,0.6875,0.8278063709067217
bcic2a,8,ensemble,13,0.8666666666666667,0.9333333333333333,27,0.7777777777777778,0.9023554818877658
bcic2a,8,ensemble,14,0.9333333333333333,1.0,226,0.9646017699115044,0.9699721445754506
