dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2b,5,shallow,0,0.0,0.06666666666666667,0,,
bcic2b,5,shallow,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,5,shallow,2,0.13333333333333333,0.2,0,,
bcic2b,5,shallow,3,0.2,0.26666666666666666,0,,
bcic2b,5,shallow,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,5,shallow,5,0.3333333333333333,0.4,0,,
bcic2b,5,shallow,6,0.4,0.4666666666666667,0,,
bcic2b,5,shallow,7,0.4666666666666667,0.5333333333333333,4,0.25,0.5217365983186468
bcic2b,5,shallow,8,0.5333333333333333,0.6,1,0.0,0.551932784094961
bcic2b,5,shallow,9,0.6,0.6666666666666666,11,0.6363636363636364,0.6311568643368517
bcic2b,5,shallow,10,0.6666666666666666,0.7333333333333333,8,0.75,0.7070270294058697
bcic2b,5,shallow,11,0.7333333333333333,0.8,13,0.9230769230769231,0.7693662743278238
bcic2b,5,shallow,12,0.8,0.8666666666666667,22,1.0,0.8422938278824895
bcic2b,5,shallow,13,0.8666666666666667,0.9333333333333333,43,0.9767441860465116,0.9066822529009402
bcic2b,5,shallow,14,0.9333333333333333,1.0,218,1.0,0.9784411724732452
bcic2b,5,mid,0,0.0,0.06666666666666667,0,,
bcic2b,5,mid,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,5,mid,2,0.13333333333333333,0.2,0,,
bcic2b,5,mid,3,0.2,0.26666666666666666,0,,
bcic2b,5,mid,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,5,mid,5,0.3333333333333333,0.4,0,,
bcic2b,5,mid,6,0.4,0.4666666666666667,0,,
bcic2b,5,mid,7,0.4666666666666667,0.5333333333333333,2,0.5,0.5315551508310417
bcic2b,5,mid,8,0.5333333333333333,0.6,0,,
bcic2b,5,mid,9,0.6,0.6666666666666666,0,,
bcic2b,5,mid,10,0.6666666666666666,0.7333333333333333,2,0.5,0.7027504239311253
bcic2b,5,mid,11,0.7333333333333333,0.8,2,1.0,0.7680129147193264
bcic2b,5,mid,12,0.8,0.8666666666666667,4,1.0,0.8296233393487151
bcic2b,5,mid,13,0.8666666666666667,0.9333333333333333,12,1.0,0.9066949689465132
bcic2b,5,mid,14,0.9333333333333333,1.0,298,0.9966442953020134,0.9827246408038964
bcic2b,5,deep,0,0.0,0.06666666666666667,0,,
bcic2b,5,deep,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,5,deep,2,0.13333333333333333,0.2,0,,
bcic2b,5,deep,3,0.2,0.26666666666666666,0,,
bcic2b,5,deep,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,5,deep,5,0.3333333333333333,0.4,0,,
bcic2b,5,deep,6,0.4,0.4666666666666667,0,,
bcic2b,5,deep,7,0.4666666666666667,0.5333333333333333,1,1.0,0.5011752160975984
bcic2b,5,deep,8,0.5333333333333333,0.6,1,1.0,0.5427527846523006
bcic2b,5,deep,9,0.6,0.6666666666666666,2,1.0,0.6562406541110044
bcic2b,5,deep,10,0.6666666666666666,0.7333333333333333,1,0.0,0.6695443664271531
bcic2b,5,deep,11,0.7333333333333333,0.8,2,1.0,0.7796382225408638
bcic2b,5,deep,12,0.8,0.8666666666666667,5,1.0,0.8394289647876445
bcic2b,5,deep,13,0.8666666666666667,0.9333333333333333,12,1.0,0.9148422716095165
bcic2b,5,deep,14,0.9333333333333333,1.0,296,0.9966216216216216,0.9821796380954948
bcic2b,5,final,0,0.0,0.06666666666666667,0,,
bcic2b,5,final,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,5,final,2,0.13333333333333333,0.2,0,,
bcic2b,5,final,3,0.2,0.26666666666666666,0,,
bcic2b,5,final,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,5,final,5,0.3333333333333333,0.4,0,,
bcic2b,5,final,6,0.4,0.4666666666666667,0,,
bcic2b,5,final,7,0.4666666666666667,0.5333333333333333,1,0.0,0.5329221640544013
bcic2b,5,final,8,0.5333333333333333,0.6,1,1.0,0.5867344347549427
bcic2b,5,final,9,0.6,0.6666666666666666,1,1.0,0.6399470162093287
bcic2b,5,final,10,0.6666666666666666,0.7333333333333333,1,1.0,0.7273230554751018
bcic2b,5,final,11,0.7333333333333333,0.8,0,,
bcic2b,5,final,12,0.8,0.8666666666666667,5,1.0,0.8335014614464484
bcic2b,5,final,13,0.8666666666666667,0.9333333333333333,10,1.0,0.9192953579669935
bcic2b,5,final,14,0.9333333333333333,1.0,301,0.9966777408637874,0.9828258288946234
bcic2b,5,ensemble,0,0.0,0.06666666666666667,0,,
bcic2b,5,ensemble,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,5,ensemble,2,0.13333333333333333,0.2,0,,
bcic2b,5,ensemble,3,0.2,0.26666666666666666,0,,
bcic2b,5,ensemble,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,5,ensemble,5,0.3333333333333333,0.4,0,,
bcic2b,5,ensemble,6,0.4,0.4666666666666667,0,,
bcic2b,5,ensemble,7,0.4666666666666667,0.5333333333333333,0,,
bcic2b,5,ensemble,8,0.5333333333333333,0.6,2,1.0,0.5986363636110588
bcic2b,5,ensemble,9,0.6,0.6666666666666666,2,0.5,0.6171124556644181
bcic2b,5,ensemble,10,0.6666666666666666,0.7333333333333333,1,1.0,0.729691269500638
bcic2b,5,ensemble,11,0.7333333333333333,0.8,3,1.0,0.7749490410067984
bcic2b,5,ensemble,12,0.8,0.8666666666666667,3,1.0,0.8372219784213538
