dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2b,7,ensemble,0,0.0,0.06666666666666667,0,,
bcic2b,7,ensemble,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,7,ensemble,2,0.13333333333333333,0.2,0,,
bcic2b,7,ensemble,3,0.2,0.26666666666666666,0,,
bcic2b,7,ensemble,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,7,ensemble,5,0.3333333333333333,0.4,0,,
bcic2b,7,ensemble,6,0.4,0.4666666666666667,0,,
bcic2b,7,ensemble,7,0.4666666666666667,0.5333333333333333,2,0.5,0.5079743941937491
bcic2b,7,ensemble,8,0.5333333333333333,0.6,5,0.8,0.5631136679528332
bcic2b,7,ensemble,9,0.6,0.6666666666666666,4,1.0,0.6490721980950013
bcic2b,7,ensemble,10,0.6666666666666666,0.7333333333333333,3,0.3333333333333333,0.6988232162932745
bcic2b,7,ensemble,11,0.7333333333333333,0.8,10,0.7,0.7614009790000823
bcic2b,7,ensemble,12,0.8,0.8666666666666667,10,0.8,0.8316413330199909
bcic2b,7,ensemble,13,0.8666666666666667,0.9333333333333333,25,0.88,0.9045491142757721
bcic2b,7,ensemble,14,0.9333333333333333,1.0,261,0.9616858237547893,0.9794858085665186
