dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2a,1,deep,9,0.6,0.6666666666666666,2,0.5,0.6320798759117563
bcic2a,1,deep,10,0.6666666666666666,0.7333333333333333,5,0.8,0.7002125130700948
bcic2a,1,deep,11,0.7333333333333333,0.8,3,1.0,0.7766464829566582
bcic2a,1,deep,12,0.8,0.8666666666666667,6,0.5,0.8380420277272265
bcic2a,1,deep,13,0.8666666666666667,0.9333333333333333,25,0.92,0.90586781845992
bcic2a,1,deep,14,0.9333333333333333,1.0,238,0.9495798319327731,0.9698277437355197
bcic2a,1,final,0,0.0,0.06666666666666667,0,,
bcic2a,1,final,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,1,final,2,0.13333333333333333,0.2,0,,
bcic2a,1,final,3,0.2,0.26666666666666666,0,,
bcic2a,1,final,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,1,final,5,0.3333333333333333,0.4,0,,
bcic2a,1,final,6,0.4,0.4666666666666667,0,,
bcic2a,1,final,7,0.4666666666666667,0.5333333333333333,0,,
bcic2a,1,final,8,0.5333333333333333,0.6,5,0.4,0.5601707013225565
bcic2a,1,final,9,0.6,0.6666666666666666,4,0.0,0.6550072616291063
bcic2a,1,final,10,0.6666666666666666,0.7333333333333333,0,,
bcic2a,1,final,11,0.7333333333333333,0.8,5,0.4,0.7642736580376155
bcic2a,1,final,12,0.8,0.8666666666666667,5,0.6,0.8340079378087257
bcic2a,1,final,13,0.8666666666666667,0.9333333333333333,12,0.9166666666666666,0.905016897359287
bcic2a,1,final,14,0.9333333333333333,1.0,257,0.953307392996109,0.97051315354078
bcic2a,1,ensemble,0,0.0,0.06666666666666667,0,,
bcic2a,1,ensemble,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,1,ensemble,2,0.13333333333333333,0.2,0,,
bcic2a,1,ensemble,3,0.2,0.26666666666666666,0,,
bcic2a,1,ensemble,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,1,ensemble,5,0.3333333333333333,0.4,0,,
bcic2a,1,ensemble,6,0.4,0.4666666666666667,0,,
bcic2a,1,ensemble,7,0.4666666666666667,0.5333333333333333,3,0.6666666666666666,0.4896156251950698
bcic2a,1,ensemble,8,0.5333333333333333,0.6,3,1.0,0.5502686359890093
bcic2a,1,ensemble,9,0.6,0.6666666666666666,5,0.8,0.6284330047686713
bcic2a,1,ensemble,10,0.6666666666666666,0.7333333333333333,4,0.75,0.6903246584995328
bcic2a,1,ensemble,11,0.7333333333333333,0.8,3,0.6666666666666666,0.7490908841066602
bcic2a,1,ensemble,12,0.8,0.8666666666666667,10,0.6,0.8308099991285582
bcic2a,1,ensemble,13,0.8666666666666667,0.9333333333333333,21,1.0,0.9111029997361465
bcic2a,1,ensemble,14,0.9333333333333333,1.0,239,0.9497907949790795,0.9676624373657052
