dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2a,2,shallow,0,0.0,0.06666666666666667,0,,
bcic2a,2,shallow,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,2,shallow,2,0.13333333333333333,0.2,0,,
bcic2a,2,shallow,3,0.2,0.26666666666666666,0,,
bcic2a,2,shallow,4,0.26666666666666666,0.3333333333333333,2,0.5,0.3073512688835678
bcic2a,2,shallow,5,0.3333333333333333,0.4,8,0.5,0.3690782737476819
bcic2a,2,shallow,6,0.4,0.4666666666666667,15,0.3333333333333333,0.44400162307458924
bcic2a,2,shallow,7,0.4666666666666667,0.5333333333333333,28,0.5,0.5040419839793057
bcic2a,2,shallow,8,0.5333333333333333,0.6,23,0.5217391304347826,0.5668833044245201
bcic2a,2,shallow,9,0.6,0.6666666666666666,25,0.68,0.6299772284369781
bcic2a,2,shallow,10,0.6666666666666666,0.7333333333333333,22,0.45454545454545453,0.6972068093349721
bcic2a,2,shallow,11,0.7333333333333333,0.8,32,0.75,0.7657676897049996
bcic2a,2,shallow,12,0.8,0.8666666666666667,23,0.6086956521739131,0.8382496657598726
bcic2a,2,shallow,13,0.8666666666666667,0.9333333333333333,33,0.8484848484848485,0.9035711540904959
bcic2a,2,shallow,14,0.9333333333333333,1.0,77,0.9090909090909091,0.969369115606075
bcic2a,2,mid,0,0.0,0.06666666666666667,0,,
bcic2a,2,mid,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,2,mid,2,0.13333333333333333,0.2,0,,
bcic2a,2,mid,3,0.2,0.26666666666666666,0,,
bcic2a,2,mid,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,2,mid,5,0.3333333333333333,0.4,0,,
bcic2a,2,mid,6,0.4,0.4666666666666667,2,0.5,0.4353421896149111
bcic2a,2,mid,7,0.4666666666666667,0.5333333333333333,10,0.4,0.5037608839759489
bcic2a,2,mid,8,0.5333333333333333,0.6,11,0.36363636363636365,0.5637294532978756
bcic2a,2,mid,9,0.6,0.6666666666666666,7,0.5714285714285714,0.6424286853566423
bcic2a,2,mid,10,0.6666666666666666,0.7333333333333333,16,0.5,0.7009193011251873
bcic2a,2,mid,11,0.7333333333333333,0.8,13,0.5384615384615384,0.7700390336620468
bcic2a,2,mid,12,0.8,0.8666666666666667,19,0.42105263157894735,0.8319749995686493
bcic2a,2,mid,13,0.8666666666666667,0.9333333333333333,38,0.5789473684210527,0.9046743175727491
bcic2a,2,mid,14,0.9333333333333333,1.0,172,0.8313953488372093,0.9682473095080926
bcic2a,2,deep,0,0.0,0.06666666666666667,0,,
