dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2b,8,shallow,0,0.0,0.06666666666666667,0,,
bcic2b,8,shallow,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,8,shallow,2,0.13333333333333333,0.2,0,,
bcic2b,8,shallow,3,0.2,0.26666666666666666,0,,
bcic2b,8,shallow,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,8,shallow,5,0.3333333333333333,0.4,0,,
bcic2b,8,shallow,6,0.4,0.4666666666666667,0,,
bcic2b,8,shallow,7,0.4666666666666667,0.5333333333333333,7,0.7142857142857143,0.5180004786343818
bcic2b,8,shallow,8,0.5333333333333333,0.6,12,0.5833333333333334,0.5671306547924563
bcic2b,8,shallow,9,0.6,0.6666666666666666,16,0.8125,0.6310145761968423
bcic2b,8,shallow,10,0.6666666666666666,0.7333333333333333,8,0.75,0.700415118669944
bcic2b,8,shallow,11,0.7333333333333333,0.8,8,0.625,0.7629376018621139
bcic2b,8,shallow,12,0.8,0.8666666666666667,11,0.7272727272727273,0.8359047892984044
bcic2b,8,shallow,13,0.8666666666666667,0.9333333333333333,34,0.9117647058823529,0.9004210420451897
bcic2b,8,shallow,14,0.9333333333333333,1.0,224,0.9910714285714286,0.9800463511179728
bcic2b,8,mid,0,0.0,0.06666666666666667,0,,
bcic2b,8,mid,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,8,mid,2,0.13333333333333333,0.2,0,,
bcic2b,8,mid,3,0.2,0.26666666666666666,0,,
bcic2b,8,mid,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,8,mid,5,0.3333333333333333,0.4,0,,
bcic2b,8,mid,6,0.4,0.4666666666666667,0,,
bcic2b,8,mid,7,0.4666666666666667,0.5333333333333333,4,0.75,0.5227080645503168
bcic2b,8,mid,8,0.5333333333333333,0.6,0,,
bcic2b,8,mid,9,0.6,0.6666666666666666,10,0.9,0.6333920067004295
bcic2b,8,mid,10,0.6666666666666666,0.7333333333333333,9,0.8888888888888888,0.7047318323643555
bcic2b,8,mid,11,0.7333333333333333,0.8,11,0.7272727272727273,0.755087253002743
bcic2b,8,mid,12,0.8,0.8666666666666667,11,0.6363636363636364,0.838643243619349
