dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2a,7,shallow,0,0.0,0.06666666666666667,0,,
bcic2a,7,shallow,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,7,shallow,2,0.13333333333333333,0.2,0,,
bcic2a,7,shallow,3,0.2,0.26666666666666666,0,,
bcic2a,7,shallow,4,0.26666666666666666,0.3333333333333333,1,0.0,0.3318926695208146
bcic2a,7,shallow,5,0.3333333333333333,0.4,2,0.5,0.36971121553594705
bcic2a,7,shallow,6,0.4,0.4666666666666667,6,0.5,0.4364504027199443
bcic2a,7,shallow,7,0.4666666666666667,0.5333333333333333,9,0.1111111111111111,0.49910351197489394
bcic2a,7,shallow,8,0.5333333333333333,0.6,16,0.5,0.5688943165528437
bcic2a,7,shallow,9,0.6,0.6666666666666666,15,0.7333333333333333,0.6258396195257386
bcic2a,7,shallow,10,0.6666666666666666,0.7333333333333333,13,0.7692307692307693,0.709449473694651
bcic2a,7,shallow,11,0.7333333333333333,0.8,12,0.9166666666666666,0.7718179589034918
bcic2a,7,shallow,12,0.8,0.8666666666666667,22,0.8636363636363636,0.8361913727046315
bcic2a,7,shallow,13,0.8666666666666667,0.9333333333333333,60,0.95,0.9053917562261923
bcic2a,7,shallow,14,0.9333333333333333,1.0,132,0.9848484848484849,0.9637949964318714
bcic2a,7,mid,0,0.0,0.06666666666666667,0,,
bcic2a,7,mid,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,7,mid,2,0.13333333333333333,0.2,0,,
bcic2a,7,mid,3,0.2,0.26666666666666666,0,,
bcic2a,7,mid,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,7,mid,5,0.3333333333333333,0.4,0,,
bcic2a,7,mid,6,0.4,0.4666666666666667,1,1.0,0.46415878395271293
bcic2a,7,mid,7,0.4666666666666667,0.5333333333333333,4,0.0,0.5017745204415528
bcic2a,7,mid,8,0.5333333333333333,0.6,2,0.5,0.5793783494235574
bcic2a,7,mid,9,0.6,0.6666666666666666,3,1.0,0.6448713911620085
bcic2a,7,mid,10,0.6666666666666666,0.7333333333333333,1,1.0,0.6688536492990111
bcic2a,7,mid,11,0.7333333333333333,0.8,8,0.875,0.7659512955509956
bcic2a,7,mid,12,0.8,0.8666666666666667,4,0.75,0.8273891365767971
bcic2a,7,mid,13,0.8666666666666667,0.9333333333333333,17,0.8823529411764706,0.916651045341393
bcic2a,7,mid,14,0.9333333333333333,1.0,248,0.9637096774193549,0.967389383492607
bcic2a,7,deep,0,0.0,0.06666666666666667,0,,
bcic2a,7,deep,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,7,deep,2,0.13333333333333333,0.2,0,,
bcic2a,7,deep,3,0.2,0.26666666666666666,0,,
bcic2a,7,deep,4,0.26666666666666666,0.3333333333333333,1,1.0,0.3302507112717443
bcic2a,7,deep,5,0.3333333333333333,0.4,1,0.0,0.3919076164023205
bcic2a,7,deep,6,0.4,0.4666666666666667,2,0.5,0.42543491260703353
bcic2a,7,deep,7,0.4666666666666667,0.5333333333333333,2,0.5,0.5013577584794755
bcic2a,7,deep,8,0.5333333333333333,0.6,0,,
bcic2a,7,deep,9,0.6,0.6666666666666666,3,1.0,0.6394572801218779
bcic2a,7,deep,10,0.6666666666666666,0.7333333333333333,5,0.6,0.7030311440235806
bcic2a,7,deep,11,0.7333333333333333,0.8,2,1.0,0.792490440258907
bcic2a,7,deep,12,0.8,0.8666666666666667,6,1.0,0.8293320111593565
bcic2a,7,deep,13,0.8666666666666667,0.9333333333333333,15,0.8666666666666667,0.9038340024681931
bcic2a,7,deep,14,0.9333333333333333,1.0,251,0.9601593625498008,0.966207343808833
bcic2a,7,final,0,0.0,0.06666666666666667,0,,
bcic2a,7,final,1,0.06666666666666667,0.13333333333333333,0,,
bcic2a,7,final,2,0.13333333333333333,0.2,0,,
bcic2a,7,final,3,0.2,0.26666666666666666,0,,
bcic2a,7,final,4,0.26666666666666666,0.3333333333333333,0,,
bcic2a,7,final,5,0.3333333333333333,0.4,0,,
