dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2b,3,final,5,0.3333333333333333,0.4,0,,
bcic2b,3,final,6,0.4,0.4666666666666667,0,,
bcic2b,3,final,7,0.4666666666666667,0.5333333333333333,10,0.3,0.5165713537840452
bcic2b,3,final,8,0.5333333333333333,0.6,15,0.7333333333333333,0.5690676310265534
bcic2b,3,final,9,0.6,0.6666666666666666,21,0.6666666666666666,0.6363563691416881
bcic2b,3,final,10,0.6666666666666666,0.7333333333333333,14,0.6428571428571429,0.6896332740103307
bcic2b,3,final,11,0.7333333333333333,0.8,25,0.8,0.7612588723525187
bcic2b,3,final,12,0.8,0.8666666666666667,28,0.8571428571428571,0.8364308108021695
bcic2b,3,final,13,0.8666666666666667,0.9333333333333333,51,0.9019607843137255,0.9061623234047093
bcic2b,3,final,14,0.9333333333333333,1.0,156,0.967948717948718,0.9628693229480564
bcic2b,3,ensemble,0,0.0,0.06666666666666667,0,,
bcic2b,3,ensemble,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,3,ensemble,2,0.13333333333333333,0.2,0,,
bcic2b,3,ensemble,3,0.2,0.26666666666666666,0,,
bcic2b,3,ensemble,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,3,ensemble,5,0.3333333333333333,0.4,0,,
bcic2b,3,ensemble,6,0.4,0.4666666666666667,0,,
bcic2b,3,ensemble,7,0.4666666666666667,0.5333333333333333,10,0.6,0.5164662062563043
bcic2b,3,ensemble,8,0.5333333333333333,0.6,23,0.6086956521739131,0.5641450328608729
bcic2b,3,ensemble,9,0.6,0.6666666666666666,25,0.6,0.635974731980784
bcic2b,3,ensemble,10,0.6666666666666666,0.7333333333333333,12,0.75,0.696917637691683
bcic2b,3,ensemble,11,0.7333333333333333,0.8,31,0.7419354838709677,0.7748540724994346
bcic2b,3,ensemble,12,0.8,0.8666666666666667,45,0.9111111111111111,0.8358572948007719
bcic2b,3,ensemble,13,0.8666666666666667,0.9333333333333333,78,0.9487179487179487,0.9054864840678724
bcic2b,3,ensemble,14,0.9333333333333333,1.0,96,0.9895833333333334,0.9535349249746093
