dataset,subject,exit,bin,lower,upper,n,accuracy,confidence
bcic2b,2,ensemble,0,0.0,0.06666666666666667,0,,
bcic2b,2,ensemble,1,0.06666666666666667,0.13333333333333333,0,,
bcic2b,2,ensemble,2,0.13333333333333333,0.2,0,,
bcic2b,2,ensemble,3,0.2,0.26666666666666666,0,,
bcic2b,2,ensemble,4,0.26666666666666666,0.3333333333333333,0,,
bcic2b,2,ensemble,5,0.3333333333333333,0.4,0,,
bcic2b,2,ensemble,6,0.4,0.4666666666666667,0,,
bcic2b,2,ensemble,7,0.4666666666666667,0.5333333333333333,12,0.6666666666666666,0.5197111945188412
bcic2b,2,ensemble,8,0.5333333333333333,0.6,18,0.4444444444444444,0.5696112733912626
bcic2b,2,ensemble,9,0.6,0.6666666666666666,18,0.7222222222222222,0.6362859745561527
bcic2b,2,ensemble,10,0.6666666666666666,0.7333333333333333,19,0.631578947368421,0.6993006264592762
bcic2b,2,ensemble,11,0.7333333333333333,0.8,36,0.8055555555555556,0.7646476804489544
bcic2b,2,ensemble,12,0.8,0.8666666666666667,38,0.7105263157894737,0.8291589637819721
bcic2b,2,ensemble,13,0.8666666666666667,0.9333333333333333,50,0.6,0.9087051994317885
bcic2b,2,ensemble,14,0.9333333333333333,1.0,89,0.9101123595505618,0.9617055614838251
